TARGETID,Ha_br_area,Ha_br_area_err,Ha_br_height,Ha_br_fwhm,Ha_br_ew,Ha_na_area,Ha_na_height,Ha_na_fwhm,Ha_na_ew,rchi2,L_Ha,M_BH,Err_massage,SURVEY,PROGRAM,HEALPIX,Z,ZWARN,TARGET_RA,TARGET_DEC,SPECTYPE,ZCAT_PRIMARY,LOGMSTAR,LOGMSTAR_ERR
39633345721666498,138.66098991233144,,12.62836936183254,329.2380457356049,16.172503426571303,595.7586096672073,110.17402483321744,233.1362940329724,69.55099664336359,1.3459061281638012,1.3871639792020669e+40,44376.12715168024,,sv2,bright,11192,0.06396027,0,182.60219,56.656235,GALAXY,True,9.41495654172933,0.21400956366898094
